gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_name
ENSG00000130529,922.2761896,-0.166604,0.107127161,0.089244723,0.220581489,TRPM4
ENSG00000117174,1543.701585,-0.148318379,0.093545098,0.089367026,0.220794772,ZNHIT6
ENSG00000136840,722.7322845,-0.16776478,0.108183993,0.089360561,0.220794772,ST6GALNAC4
ENSG00000137218,166.7407657,-0.231774669,0.168889836,0.089348017,0.220794772,FRS3
ENSG00000169826,1089.353406,-0.143717031,0.090100674,0.089460743,0.220996631,CSGALNACT2
ENSG00000174796,232.9469697,-0.21652872,0.152048209,0.089547391,0.22115819,THAP6
ENSG00000197283,564.218234,-0.191171962,0.127690723,0.08955019,0.22115819,SYNGAP1
ENSG00000268575,165.6743508,0.249104228,0.190877744,0.089566606,0.221169036,
ENSG00000105983,1886.630953,0.132191212,0.081868989,0.089656919,0.221362331,LMBR1
ENSG00000236498,5.278350594,0.106747649,0.295123747,0.089743999,0.221547592,
ENSG00000114956,1076.600462,-0.152948473,0.097034317,0.089805997,0.221670895,DGUOK
ENSG00000138162,554.4687095,-0.179445201,0.117753942,0.089820781,0.22167764,TACC2
ENSG00000197362,231.8730436,-0.212931507,0.148565784,0.089864709,0.2217563,ZNF786
ENSG00000291072,730.0547537,0.158695872,0.101129115,0.08990817,0.221833787,CROCCP2
ENSG00000215512,15.71636701,-0.217530527,0.350713082,0.089972609,0.221963006,
ENSG00000075539,1440.12555,0.152887821,0.096817734,0.090040651,0.222071296,FRYL
ENSG00000263829,4.118036683,0.102101568,0.293067395,0.090032804,0.222071296,SINHCAFP1
ENSG00000154518,3899.04392,0.126550894,0.078093513,0.090066511,0.222095133,ATP5MC3
ENSG00000180071,792.9525641,0.152481696,0.09632996,0.090074464,0.222095133,ANKRD18A
ENSG00000110925,1026.210073,-0.154204791,0.098478992,0.090275904,0.222561986,CSRNP2
ENSG00000164023,961.1023512,0.151906383,0.096053315,0.090298762,0.222588506,SGMS2
ENSG00000288692,5.961120694,-0.123547188,0.302626583,0.090334232,0.222646102,
ENSG00000118418,1494.190621,0.133245097,0.082813231,0.090359782,0.22264958,HMGN3
ENSG00000136143,788.750094,0.15073759,0.095449709,0.090365387,0.22264958,SUCLA2
ENSG00000154978,6290.09682,-0.121503844,0.074891441,0.090371956,0.22264958,VOPP1
ENSG00000086062,1375.052415,-0.146531494,0.092456569,0.090398448,0.222685022,B4GALT1
ENSG00000114354,4772.026318,-0.110181953,0.06743219,0.090511779,0.222918944,TFG
ENSG00000176974,1758.818257,0.127073713,0.078603513,0.090517647,0.222918944,SHMT1
ENSG00000134910,5847.533277,0.108922738,0.066402332,0.090549323,0.222967101,STT3A
ENSG00000164463,449.5392853,-0.183736605,0.121832375,0.090563755,0.222972788,CREBRF
ENSG00000288864,50.50250015,-0.27683137,0.336519472,0.090612533,0.223063026,ARHGAP11A-SCG5
ENSG00000167962,1529.521738,-0.169151544,0.10977599,0.090704151,0.223258684,ZNF598
ENSG00000102471,1500.43101,-0.134571935,0.083953134,0.090716997,0.22326043,NDFIP2
ENSG00000261371,5.023789556,-0.109251551,0.296046446,0.090759023,0.223333976,PECAM1
ENSG00000131737,12.79492057,-0.189933036,0.33754211,0.090800232,0.223405494,KRT34
ENSG00000136485,3275.610212,0.151434188,0.096000559,0.090841674,0.223428204,DCAF7
ENSG00000171421,1416.857037,-0.180056067,0.118787084,0.09085805,0.223428204,MRPL36
ENSG00000179115,1032.014363,-0.153981277,0.098529474,0.090847073,0.223428204,FARSA
ENSG00000204227,1147.743241,0.138262624,0.08649353,0.090834235,0.223428204,RING1
ENSG00000127948,1328.818368,0.141179097,0.088568186,0.090880977,0.223429182,POR
ENSG00000166685,866.0894421,0.16816373,0.108833859,0.090882741,0.223429182,COG1
ENSG00000180257,244.6825239,-0.208077853,0.144395156,0.090952346,0.22357042,ZNF816
ENSG00000253736,5.32945267,-0.123334979,0.30238974,0.091099457,0.223902113,
ENSG00000144320,1189.547331,0.149458026,0.094644633,0.091188872,0.224091932,LNPK
ENSG00000286231,32.28368509,-0.226357662,0.352347204,0.091273449,0.224269814,
ENSG00000215837,16.77602739,-0.145935977,0.313856101,0.09131326,0.224337666,SDHAP2
ENSG00000175895,435.3304889,-0.181028323,0.119792878,0.091362466,0.224428578,PLEKHF2
ENSG00000267092,4.066525145,0.101770877,0.292874339,0.091378363,0.224437657,
ENSG00000119703,117.9185838,-0.254287371,0.202452156,0.091391762,0.224440597,ZC2HC1C
ENSG00000130304,252.8615645,-0.21190069,0.148557624,0.09142269,0.22448658,SLC27A1
ENSG00000169246,888.5347953,0.173700396,0.113540238,0.091443778,0.224508389,NPIPB3
ENSG00000157911,772.7073037,0.16788555,0.108902723,0.091533902,0.224699665,PEX10
ENSG00000253953,8.44423213,0.015584864,0.271507091,0.091589049,0.224805039,PCDHGB4
ENSG00000153936,2060.750106,0.12532371,0.077719581,0.091635419,0.224859208,HS2ST1
ENSG00000260285,96.41679388,0.273670643,0.240039477,0.091635567,0.224859208,TRMT61A-DT
ENSG00000132846,671.8074894,0.158944596,0.101951262,0.091655785,0.224878818,ZBED3
ENSG00000250764,8.511033585,0.156748418,0.319598586,0.091749684,0.22507918,
ENSG00000241106,10.47001267,-0.175871335,0.329844404,0.0918203,0.225222376,HLA-DOB
ENSG00000188070,496.1520992,-0.172001201,0.112523636,0.091883071,0.225346294,ZFTA
ENSG00000156574,3.734575733,0.087221324,0.287310825,0.091908175,0.225377813,NODAL
ENSG00000172965,2614.435619,0.123467185,0.076637236,0.091946875,0.225442659,MIR4435-2HG
ENSG00000265590,218.2379495,-0.220856108,0.158627017,0.092013451,0.225575826,CFAP298-TCP10L
ENSG00000261040,5.044801844,-0.10785348,0.295328802,0.092027651,0.225580571,WFDC21P
ENSG00000131236,21649.67895,0.112285727,0.069045745,0.092097723,0.225694258,CAP1
ENSG00000204389,4623.247402,0.133484586,0.083559092,0.09209857,0.225694258,HSPA1A
ENSG00000163623,5.127358683,-0.107182161,0.295009478,0.092134952,0.225710118,NKX6-1
ENSG00000184047,979.9376485,-0.154383882,0.098853699,0.092154125,0.225710118,DIABLO
ENSG00000290866,3.797088338,-0.098119437,0.291329557,0.092149341,0.225710118,OTOAP1
ENSG00000291214,141.2590404,0.247984936,0.192754076,0.092140659,0.225710118,
ENSG00000277173,3.717466493,-0.101936136,0.292829558,0.092167591,0.225713042,
ENSG00000034533,158.7600871,0.23292004,0.172424446,0.09221318,0.225794626,ASTE1
ENSG00000169105,456.2457487,0.193297595,0.130823855,0.092246489,0.225846123,CHST14
ENSG00000136378,1581.518494,0.283279664,0.296900482,0.092356,0.226084145,ADAMTS7
ENSG00000135900,828.9644154,0.14788295,0.093974742,0.092579895,0.226602075,MRPL44
ENSG00000175087,174.9357966,0.23933159,0.180975215,0.092661786,0.226772338,PDIK1L
ENSG00000105655,2628.06051,-0.130180661,0.081437511,0.092692069,0.226816272,ISYNA1
ENSG00000259488,14.33240623,0.177497571,0.330551233,0.092729578,0.226877874,DUT-AS1
ENSG00000173267,7.036145412,-0.115281419,0.298516418,0.092779495,0.226969814,SNCG
ENSG00000143882,35.33980928,0.270710559,0.341929469,0.092844427,0.227098456,ATP6V1C2
ENSG00000155085,151.3307259,-0.240588873,0.183713775,0.092872872,0.22713783,AK9
ENSG00000131748,1079.769705,-0.143874865,0.091355734,0.09296807,0.227340424,STARD3
ENSG00000171443,104.8603413,-0.262786031,0.220193883,0.09299437,0.22734429,ZNF524
ENSG00000262880,34.49113462,-0.262090462,0.346890455,0.092983484,0.22734429,
ENSG00000170471,2713.362572,0.133732862,0.08392033,0.093010669,0.227353921,RALGAPB
ENSG00000277200,4.515434105,-0.100170896,0.292100877,0.093035435,0.22738424,CCDC92B
ENSG00000137261,147.9375129,-0.241313566,0.185134783,0.093235268,0.22784237,KIAA0319
ENSG00000008083,690.8423684,-0.177491368,0.117703308,0.093308109,0.227990085,JARID2
ENSG00000184949,40.42125966,-0.280766918,0.312066606,0.093326069,0.22800368,FAM227A
ENSG00000138814,1719.241101,-0.125987885,0.078691709,0.093378857,0.22810235,PPP3CA
ENSG00000149260,1172.146828,-0.135388827,0.085113963,0.0935714,0.228511993,CAPN5
ENSG00000167695,1738.837576,0.138651686,0.087599458,0.093564628,0.228511993,TLCD3A
ENSG00000153443,520.083307,-0.181537472,0.121553761,0.093589432,0.22852569,UBALD1
ENSG00000067900,2858.19196,0.138490078,0.087435037,0.093604929,0.228533193,ROCK1
ENSG00000153684,4.72463874,-0.095393834,0.290171048,0.09366197,0.228611768,GOLGA8F
ENSG00000176994,2119.554037,-0.117134821,0.072724386,0.093656561,0.228611768,SMCR8
ENSG00000254835,54.223957,0.282664691,0.293968569,0.093684264,0.228635843,RNF185-AS1
ENSG00000196584,1127.341097,0.13638468,0.085974133,0.093716285,0.228683649,XRCC2
ENSG00000257605,16.27985753,-0.208618864,0.344965534,0.093752027,0.228740521,MYG1-AS1
ENSG00000222012,10.77516648,-0.16142256,0.321657599,0.093777977,0.228746659,
ENSG00000261884,112.8460611,0.271853627,0.242704882,0.093779415,0.228746659,
ENSG00000110400,738.7523089,-0.173349849,0.11451229,0.093814891,0.228802852,NECTIN1
ENSG00000291177,9.373076898,-0.153080473,0.317127628,0.09391245,0.22901042,
ENSG00000126267,1824.049926,0.151997522,0.098309364,0.093929881,0.229022566,COX6B1
ENSG00000119121,19.10193928,-0.227672935,0.351008206,0.094016146,0.229202518,TRPM6
ENSG00000060237,10602.21028,-0.118606143,0.073798975,0.09405571,0.229268584,WNK1
ENSG00000073605,115.2527249,-0.255783336,0.209047553,0.094227228,0.229635023,GSDMB
ENSG00000275111,184.9556128,-0.231059575,0.172601222,0.094231007,0.229635023,ZNF2
ENSG00000164631,864.6359563,-0.149802162,0.096250327,0.094256058,0.229648336,ZNF12
ENSG00000172922,1032.98344,0.14612934,0.093381653,0.094261441,0.229648336,RNASEH2C
ENSG00000185269,354.72953,-0.204145324,0.142598195,0.0942857,0.229677019,NOTUM
ENSG00000287569,10.35243394,0.166569719,0.32427156,0.094307129,0.2296988,
ENSG00000166949,6261.278735,-0.139935577,0.088873336,0.094395477,0.229853111,SMAD3
ENSG00000234329,7.127318138,0.143974482,0.312389829,0.094392993,0.229853111,RPL7AP16
ENSG00000272462,168.7427892,0.231262565,0.172122365,0.094422177,0.229887692,LINC02980
ENSG00000114302,2025.554258,0.123734614,0.077353324,0.094519855,0.230095052,PRKAR2A
ENSG00000166523,14.12195997,-0.196269236,0.339061025,0.094684273,0.230464804,CLEC4E
ENSG00000179988,52.64726416,0.279866205,0.295187239,0.094718918,0.230518627,PSTK
ENSG00000136754,1573.188083,-0.124555584,0.078076816,0.094771538,0.230607198,ABI1
ENSG00000162961,589.5474782,-0.176941132,0.117938675,0.094780386,0.230607198,DPY30
ENSG00000275097,5.787108816,0.112048459,0.296971922,0.094860677,0.230772026,
ENSG00000171450,68.13524849,-0.276552302,0.266012763,0.095015557,0.231118244,CDK5R2
ENSG00000076258,4.024185379,-0.091272549,0.288523017,0.095144721,0.231282856,FMO4
ENSG00000111224,181.3327189,0.236547731,0.180074266,0.095136215,0.231282856,PARP11
ENSG00000131979,517.7608724,-0.170438214,0.11264479,0.095113564,0.231282856,GCH1
ENSG00000141425,2154.504812,-0.120239911,0.075266762,0.095151293,0.231282856,RPRD1A
ENSG00000170606,7857.855,0.106519152,0.065854252,0.095137359,0.231282856,HSPA4
ENSG00000177125,581.6862461,0.16582267,0.108674515,0.095158674,0.231282856,ZBTB34
ENSG00000100058,17.30548496,-0.220287683,0.348724697,0.095198917,0.231319534,CRYBB2P1
ENSG00000234585,4.939130697,-0.090322943,0.288181393,0.095191889,0.231319534,CCT6P3
ENSG00000264207,44.50820393,0.28008276,0.2998374,0.095388563,0.231749734,
ENSG00000277342,18.52472394,0.232429798,0.351319751,0.095440805,0.231846032,
ENSG00000106692,979.805906,0.151411413,0.097554058,0.095489184,0.231932927,FKTN
ENSG00000172006,49.6507683,-0.278591449,0.299887172,0.095513172,0.231935176,ZNF554
ENSG00000281026,82.71117959,0.276990074,0.266667827,0.095515329,0.231935176,N4BP2L2-IT2
ENSG00000168016,531.8598867,-0.233908826,0.177618439,0.095538935,0.231961875,TRANK1
ENSG00000108784,291.0459504,0.210105567,0.149207014,0.095660968,0.232227511,NAGLU
ENSG00000104524,623.0326495,0.160092377,0.104389158,0.09571627,0.232331099,PYCR3
ENSG00000126456,1665.74143,0.122027716,0.07644076,0.095732845,0.232340672,IRF3
ENSG00000231690,5.876241789,-0.120616639,0.300740751,0.095854647,0.232605591,LINC00574
ENSG00000132109,478.947167,0.185603361,0.125994861,0.095976398,0.232870316,TRIM21
ENSG00000261512,105.3409462,-0.260480744,0.221484313,0.096009273,0.232919357,
ENSG00000104863,37.48722275,-0.269776526,0.330464154,0.096130645,0.233171599,LIN7B
ENSG00000142530,4.874247098,-0.10848081,0.295345933,0.0961386,0.233171599,GARIN5A
ENSG00000114554,3700.483217,-0.112024552,0.07362071,0.09618378,0.233250423,PLXNA1
ENSG00000271011,7.791843308,-0.144481137,0.312220757,0.096216543,0.233299116,
ENSG00000213533,799.3804468,-0.152349447,0.098797135,0.096244789,0.233336846,STIMATE
ENSG00000267244,69.62275925,0.273426233,0.254641798,0.096386483,0.233649575,
ENSG00000266074,1178.50293,0.167210558,0.11033524,0.096424128,0.233710029,BAHCC1
ENSG00000125775,11.28566184,-0.176518024,0.328891744,0.096495756,0.233760429,SDCBP2
ENSG00000137825,196.2121892,-0.230698953,0.174020324,0.096464161,0.233760429,ITPKA
ENSG00000204267,3611.164628,0.109424947,0.068301075,0.09648795,0.233760429,TAP2
ENSG00000226659,16.42870127,-0.21208387,0.344926278,0.096485009,0.233760429,TSPAN14-AS1
ENSG00000243660,143.0234311,0.241475218,0.188525184,0.096598261,0.233977932,ZNF487
ENSG00000170315,23208.55159,-0.102473697,0.063304856,0.096652699,0.234078967,UBB
ENSG00000119541,2440.577057,0.115635724,0.072266976,0.096706638,0.234178765,VPS4B
ENSG00000272668,33.56023126,-0.261395472,0.340094721,0.096738677,0.234225514,
ENSG00000121621,1966.396609,-0.13222081,0.084097941,0.096886935,0.234496855,KIF18A
ENSG00000225077,21.96755995,-0.234553084,0.348933349,0.096914488,0.234496855,ICMT-DT
ENSG00000225880,77.26607335,0.267424696,0.23817347,0.096897189,0.234496855,LINC00115
ENSG00000237945,429.3685361,0.217026391,0.157860504,0.096870196,0.234496855,LINC00649
ENSG00000279165,41.50872865,-0.27591596,0.309408186,0.096905666,0.234496855,
ENSG00000249637,15.03453397,0.211928806,0.344766449,0.09696448,0.234586959,ANKHD1-DT
ENSG00000134897,393.7341736,-0.189845768,0.13051962,0.096999907,0.234641806,BIVM
ENSG00000183763,751.9216017,-0.147052468,0.095002799,0.097119304,0.234899734,TRAIP
ENSG00000095574,411.9742714,0.194705401,0.134875478,0.097195136,0.23504456,IKZF5
ENSG00000184983,1307.50934,0.157587828,0.102969845,0.097204739,0.23504456,NDUFA6
ENSG00000119280,1043.684555,0.147595563,0.095855248,0.097235251,0.235087434,C1orf198
ENSG00000139971,854.7343808,0.194986643,0.135140862,0.097310373,0.235238139,ARMH4
ENSG00000273102,7.650046956,-0.129077554,0.304404641,0.097348041,0.235298274,
ENSG00000142168,4008.126606,-0.120421522,0.07587189,0.097406607,0.235408898,SOD1
ENSG00000255458,8.05062972,-0.134764358,0.307210713,0.097422234,0.235415735,SMIM14-DT
ENSG00000137154,20460.22053,0.108563307,0.067717372,0.097460487,0.235468196,RPS6
ENSG00000161036,748.457589,-0.162294728,0.107272966,0.097469547,0.235468196,LRWD1
ENSG00000023228,3406.064319,0.118202374,0.074297089,0.097511821,0.235539388,NDUFS1
ENSG00000255769,15.10488458,-0.192859753,0.33637215,0.097539723,0.235575848,GOLGA2P10
ENSG00000055211,953.5428773,-0.140164556,0.090013229,0.097576004,0.235608038,GINM1
ENSG00000204677,3.87418638,-0.093177781,0.289118247,0.097578669,0.235608038,FAM153CP
ENSG00000126458,895.6861366,-0.147364107,0.095551738,0.097614701,0.235645599,RRAS
ENSG00000151849,761.8856458,0.155259938,0.101291979,0.097619847,0.235645599,CENPJ
ENSG00000282798,24.31822008,0.252680416,0.345745169,0.097666934,0.235728326,
ENSG00000138757,3481.414461,0.128420654,0.081491675,0.09786451,0.236143223,G3BP2
ENSG00000160439,403.362873,-0.184660627,0.126213687,0.097859649,0.236143223,RDH13
ENSG00000273472,9.343563966,-0.166132173,0.323126657,0.09794405,0.236304152,
ENSG00000162704,5048.415676,0.104468587,0.065057887,0.09803205,0.236423432,ARPC5
ENSG00000180776,2614.073774,0.148943108,0.09760043,0.098027102,0.236423432,ZDHHC20
ENSG00000187555,2658.096035,0.133988771,0.085549684,0.098018619,0.236423432,USP7
ENSG00000160062,265.7945126,0.206246185,0.146812914,0.0981433,0.236660705,ZBTB8A
ENSG00000139620,732.3916621,0.158846772,0.104347105,0.098228563,0.236835258,KANSL2
ENSG00000225806,3.704735768,-0.097565571,0.290743394,0.098355068,0.23710919,
ENSG00000187621,3.935705468,-0.090903292,0.288243491,0.098393925,0.237171781,TCL6
ENSG00000111711,2880.212404,0.121823339,0.077145775,0.098937472,0.238419476,GOLT1B
ENSG00000182791,10.65872403,-0.16185922,0.320586717,0.098925403,0.238419476,CCDC87
ENSG00000120686,1665.695325,-0.121386569,0.076941487,0.098964209,0.238452666,UFM1
ENSG00000167191,3239.804526,0.115322314,0.072580217,0.098994771,0.238495064,GPRC5B
ENSG00000271344,3.93078939,-0.09061103,0.288110473,0.099009338,0.238498921,
ENSG00000290812,56.0455964,0.274994392,0.281653344,0.099066859,0.238606233,
ENSG00000111788,624.7226328,0.168735781,0.112662235,0.099120945,0.238705246,
ENSG00000105793,470.796474,-0.175087111,0.118366141,0.099163083,0.238775461,GTPBP10
ENSG00000047597,406.1894105,0.18794333,0.129573158,0.099202873,0.238840006,XK
ENSG00000143970,1590.213473,0.150244573,0.098467546,0.099222197,0.238855268,ASXL2
ENSG00000244306,2135.849499,0.115836221,0.073079081,0.099286413,0.238978576,DUXAP10
ENSG00000186687,567.6041471,-0.163982325,0.109072053,0.099327378,0.239014625,LYRM7
ENSG00000256576,58.25714803,-0.273082474,0.273462221,0.099317571,0.239014625,LINC02361
ENSG00000269897,52.70671772,-0.273818722,0.294683253,0.099369739,0.239085282,COMMD3-BMI1
ENSG00000170832,2533.459732,0.116648487,0.073822933,0.099444745,0.239234455,USP32
ENSG00000245156,11.55420153,0.178647886,0.329191129,0.099495282,0.239324731,
ENSG00000133835,3761.959649,0.128733941,0.082077028,0.099518712,0.23934979,HSD17B4
ENSG00000151725,1255.36506,-0.146021835,0.095075519,0.099678942,0.239686294,CENPU
ENSG00000258279,5.033995597,-0.103675951,0.293058495,0.099684688,0.239686294,LINC00592
ENSG00000115525,148.5456267,-0.244126644,0.19692493,0.099722824,0.239746651,ST3GAL5
ENSG00000173141,849.9552136,0.155084778,0.10192662,0.099767591,0.239822931,MRPL57
ENSG00000163166,3291.358903,-0.111024399,0.07002958,0.099875133,0.240050071,IWS1
ENSG00000279118,9.670377562,-0.13920823,0.309066161,0.09991749,0.240120499,
ENSG00000188015,118.8656876,0.245547477,0.199316703,0.099980713,0.24024105,S100A3
ENSG00000267064,30.51078698,-0.260848914,0.332760037,0.100039119,0.240349994,UXT-AS1
ENSG00000111843,3086.385733,-0.130430106,0.08366893,0.100156095,0.24059961,TMEM14C
ENSG00000272573,9.530993758,-0.139697104,0.309313922,0.100298249,0.240909636,MUSTN1
ENSG00000117298,11354.94655,-0.135152135,0.087203391,0.100414016,0.24115621,ECE1
ENSG00000178026,74.21828922,-0.263954137,0.239547202,0.100456933,0.241227785,LRRC75B
ENSG00000232093,19.45500793,-0.204122336,0.339619764,0.100502055,0.241304635,DCST1-AS1
ENSG00000137216,1427.305046,-0.132937069,0.085596961,0.100533107,0.241347686,TMEM63B
ENSG00000163611,305.6535885,0.21753006,0.160968587,0.100549725,0.24135608,SPICE1
ENSG00000101557,3857.192294,0.107779599,0.067873924,0.100609154,0.241404223,USP14
ENSG00000169762,223.9350493,0.221790296,0.166113704,0.100604164,0.241404223,TAPT1
ENSG00000176986,3496.364315,0.118419596,0.075258332,0.100609009,0.241404223,SEC24C
ENSG00000027001,304.6355521,0.18942041,0.131717127,0.100635575,0.241424046,MIPEP
ENSG00000183770,142.0857411,-0.24272918,0.196146295,0.100643666,0.241424046,FOXL2
ENSG00000187535,467.7074289,0.201583319,0.143779616,0.100742561,0.241610814,IFT140
ENSG00000272384,3.77864548,-0.092763187,0.288843988,0.100747795,0.241610814,
ENSG00000069431,91.46316235,0.258663871,0.225606809,0.100926722,0.241976814,ABCC9
ENSG00000243749,326.5566927,-0.185469328,0.128357517,0.100917687,0.241976814,TMEM35B
ENSG00000250802,238.6699841,0.206088081,0.148558897,0.100969113,0.242015358,ZBED3-AS1
ENSG00000275714,14.39219359,0.204386635,0.340018249,0.100957905,0.242015358,H3C1
ENSG00000133895,2126.400079,0.12962416,0.083226094,0.101069448,0.242192733,MEN1
ENSG00000159714,27.6957964,-0.252677686,0.338533942,0.101061407,0.242192733,ZDHHC1
ENSG00000106330,334.5996559,0.186907773,0.129821493,0.101122364,0.242256417,MOSPD3
ENSG00000138760,3356.703346,0.135164758,0.087259014,0.101114739,0.242256417,SCARB2
ENSG00000096070,2233.415618,0.12080924,0.077000559,0.101161697,0.242287533,BRPF3
ENSG00000288880,29.54416405,-0.2531129,0.337684443,0.101152738,0.242287533,
ENSG00000182685,34.57888449,0.262548637,0.328643243,0.101240406,0.242444478,BRICD5
ENSG00000175764,49.19807075,-0.271851457,0.287888388,0.101297141,0.242548765,TTLL11
ENSG00000091009,1856.002739,0.141527202,0.092014303,0.101320008,0.242571941,RBM27
ENSG00000095015,933.9316752,-0.194664961,0.137581871,0.101344541,0.2425991,MAP3K1
ENSG00000169594,1616.872531,-0.148024264,0.09700933,0.101364913,0.242616292,BNC1
ENSG00000283154,493.6218488,-0.204331003,0.146988637,0.101420904,0.242718723,IQCJ-SCHIP1
ENSG00000145246,225.4363797,-0.212219541,0.155903414,0.101472788,0.242811299,ATP10D
ENSG00000130921,717.9607677,0.152310091,0.100390859,0.101553511,0.242972852,MTRFR
ENSG00000100241,2839.513879,-0.118240802,0.075396557,0.101581154,0.243007381,SBF1
ENSG00000136045,2106.825652,0.135398606,0.087555595,0.101601838,0.243025254,PWP1
ENSG00000168811,67.1768792,-0.267439907,0.255791231,0.101640651,0.243054879,IL12A
ENSG00000285304,164.14007,-0.197279067,0.336142276,0.10163889,0.243054879,
ENSG00000167513,2052.525214,-0.144235894,0.094393792,0.101754283,0.243294979,CDT1
ENSG00000267576,65.94654447,0.26809434,0.25608893,0.101791923,0.243353345,
ENSG00000115758,4154.874611,-0.172287998,0.118158723,0.101847526,0.243454633,ODC1
ENSG00000148158,609.9854296,-0.16351336,0.109744042,0.101938269,0.243608226,SNX30
ENSG00000279841,3.606307041,0.08726467,0.286835873,0.101925238,0.243608226,
ENSG00000093167,1868.573948,-0.126255676,0.081194759,0.102019066,0.243769641,LRRFIP2
ENSG00000149541,734.5883633,-0.156116422,0.103822621,0.102217633,0.244212384,B3GAT3
ENSG00000132549,2172.330757,0.161341453,0.107827995,0.102233829,0.244219357,VPS13B
ENSG00000133943,230.1657799,-0.211445344,0.155696566,0.102257318,0.244243749,DGLUCY
ENSG00000283239,14.01049925,-0.025444014,0.272449271,0.102281238,0.244269163,KBTBD11-OT1
ENSG00000173041,367.7684493,-0.187552418,0.131125178,0.102301322,0.24428541,ZNF680
ENSG00000164951,1984.329054,-0.121930757,0.078172401,0.102369693,0.244372958,PDP1
ENSG00000167037,27.56247266,-0.248046268,0.338891799,0.102377841,0.244372958,SGSM1
ENSG00000214652,112.6683258,-0.24698566,0.20572438,0.10235304,0.244372958,ZNF727
ENSG00000141526,3772.722695,0.109863339,0.069528661,0.102460524,0.244489601,SLC16A3
ENSG00000184515,31.22705804,-0.254764336,0.333907192,0.102453559,0.244489601,BEX5
ENSG00000265158,8.533338927,-0.150956664,0.314470252,0.102466583,0.244489601,LRRC37A7P
ENSG00000124783,4033.595735,0.111700145,0.071107039,0.102510765,0.244563295,SSR1
ENSG00000149577,494.94216,-0.184534077,0.128549462,0.102538102,0.244567681,SIDT2
ENSG00000285641,140.3111613,-0.240326097,0.194578418,0.102539195,0.244567681,
ENSG00000178996,718.7266672,-0.1575688,0.105302049,0.102667379,0.244841667,SNX18
ENSG00000007376,949.5140626,-0.171518464,0.116868801,0.102743425,0.244991257,RPUSD1
ENSG00000160408,1719.614236,0.120038224,0.07682864,0.102765671,0.24501254,ST6GALNAC6
ENSG00000104432,106.1651105,-0.24922912,0.210697613,0.102815418,0.245099377,IL7
ENSG00000239857,1187.255263,-0.171662217,0.117060709,0.102939616,0.245363652,GET4
ENSG00000267302,14.08746,-0.166619388,0.322116937,0.103024501,0.245534163,RNFT1-DT
ENSG00000108691,6.796812466,-0.129128204,0.303918705,0.103054667,0.245574238,CCL2
ENSG00000089063,1772.0494,-0.131780951,0.085517944,0.103147004,0.245731214,TMEM230
ENSG00000231074,1473.836452,-0.135132419,0.087964253,0.10314726,0.245731214,HCG18
ENSG00000128564,26.75491686,-0.233990241,0.342001808,0.103217567,0.245804004,VGF
ENSG00000261499,6.829091945,0.107447307,0.294529971,0.10320561,0.245804004,
ENSG00000261770,57.60793409,-0.268864631,0.276733056,0.103217904,0.245804004,
ENSG00000002822,1268.546952,-0.147161593,0.097181919,0.103326844,0.246031583,MAD1L1
ENSG00000009844,1762.841671,-0.132838757,0.086342549,0.103362817,0.246085382,VTA1
ENSG00000115896,16.53749683,-0.185283753,0.330667031,0.103420659,0.246191226,PLCL1
ENSG00000115325,389.5521423,-0.182240341,0.126756726,0.103499791,0.246347717,DOK1
ENSG00000174326,8.250863368,0.150190452,0.314046913,0.103535345,0.246400458,SLC16A11
ENSG00000286786,14.67880111,0.195501419,0.335146078,0.103599965,0.246522349,
ENSG00000122912,526.6200818,0.171248072,0.116764184,0.103624983,0.246549985,SLC25A16
ENSG00000103266,2099.6788,-0.151450395,0.099923304,0.103648466,0.246573964,STUB1
ENSG00000144455,727.9528784,-0.145856097,0.096269626,0.10376749,0.246825193,SUMF1
ENSG00000221829,1476.064427,0.126098315,0.08142895,0.103783736,0.246831917,FANCG
ENSG00000085644,217.3219082,-0.210010515,0.15512308,0.103871671,0.247009116,ZNF213
ENSG00000181610,1544.218983,-0.144144719,0.095084383,0.103932229,0.247121177,MRPS23
ENSG00000197275,785.1188544,-0.145766878,0.096282783,0.10402013,0.247214849,RAD54B
ENSG00000251661,5.470628267,-0.10870728,0.294818072,0.104027375,0.247214849,
ENSG00000260877,58.392285,0.269673042,0.287236659,0.104037862,0.247214849,
ENSG00000277075,72.96905706,-0.267365974,0.296969032,0.103989133,0.247214849,H2AC8
ENSG00000291050,514.6076081,-0.168400443,0.114705873,0.104038825,0.247214849,TEKT4P2
ENSG00000255036,15.23518367,-0.136173976,0.307127132,0.104060158,0.247233602,SUGT1P4-STRA6LP-CCDC180
ENSG00000104325,628.3217801,0.167432065,0.113641978,0.104099931,0.24728644,DECR1
ENSG00000166167,570.6934212,0.159737779,0.107251825,0.104109285,0.24728644,BTRC
ENSG00000167920,91.06318177,-0.266395002,0.269760419,0.104192741,0.24740693,KRT10-AS1
ENSG00000250132,43.44221876,-0.261081345,0.319596508,0.104200364,0.24740693,
ENSG00000287160,606.8874708,0.185801543,0.13033519,0.104193332,0.24740693,
ENSG00000241472,150.5899396,-0.231792951,0.18336407,0.104296454,0.247603121,PTPRG-AS1
ENSG00000215845,56.2600145,-0.267547899,0.2763808,0.104426785,0.247880538,TSTD1
